PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
446,1,1,1,4,0,2,33638,81.8583,1,3
447,1,2,0,13,0,1,250644,19.5,0,3
448,1,1,1,34,0,0,113794,26.55,0,3
449,1,3,0,5,2,1,2666,19.2583,0,1
450,1,1,1,52,0,0,113786,30.5,3,3
451,0,2,1,36,1,2,34651,27.75,0,3
452,0,3,1,25,1,0,65303,19.9667,0,3
453,0,1,1,30,0,0,113051,27.75,3,1
454,1,1,1,49,1,0,17453,89.1042,3,1
455,0,3,1,25,0,0,52817,8.05,0,3
456,1,3,1,29,0,0,349240,7.8958,0,1
457,0,1,1,65,0,0,13509,26.55,5,3
458,1,1,0,35,1,0,17464,51.8625,4,3
459,1,2,0,50,0,0,13531,10.5,0,3
460,0,3,1,25,0,0,371060,7.75,0,2
461,1,1,1,48,0,0,19952,26.55,5,3
462,0,3,1,34,0,0,364506,8.05,0,3
463,0,1,1,47,0,0,111320,38.5,5,3
464,0,2,1,48,0,0,234360,13,0,3
465,0,3,1,25,0,0,2816,8.05,0,3
466,0,3,1,38,0,0,3101306,7.05,0,3
467,0,2,1,30.5,0,0,239853,0,0,3
468,0,1,1,56,0,0,113792,26.55,0,3
469,0,3,1,25,0,0,36209,7.725,0,2
470,1,3,0,0.75,2,1,2666,19.2583,0,1
471,0,3,1,25,0,0,323592,7.25,0,3
472,0,3,1,38,0,0,315089,8.6625,0,3
473,1,2,0,33,1,2,34651,27.75,0,3
474,1,2,0,23,0,0,541,13.7917,4,1
475,0,3,0,22,0,0,7553,9.8375,0,3
476,0,1,1,45.25,0,0,110465,52,1,3
477,0,2,1,34,1,0,31027,21,0,3
478,0,3,1,29,1,0,3460,7.0458,0,3
479,0,3,1,22,0,0,350060,7.5208,0,3
480,1,3,0,2,0,1,3101298,12.2875,0,3
481,0,3,1,9,5,2,2144,46.9,0,3
482,0,2,1,30.5,0,0,239854,0,0,3
483,0,3,1,50,0,0,53594,8.05,0,3
484,1,3,0,63,0,0,4134,9.5875,0,3
485,1,1,1,25,1,0,11967,91.0792,2,1
486,0,3,0,25,3,1,4133,25.4667,0,3
487,1,1,0,35,1,0,19943,90,3,3
488,0,1,1,58,0,0,11771,29.7,2,1
489,0,3,1,30,0,0,518509,8.05,0,3
490,1,3,1,9,1,1,37671,15.9,0,3
491,0,3,1,25,1,0,65304,19.9667,0,3
492,0,3,1,21,0,0,3101317,7.25,0,3
493,0,1,1,55,0,0,113787,30.5,3,3
494,0,1,1,71,0,0,17609,49.5042,0,1
495,0,3,1,21,0,0,445380,8.05,0,3
496,0,3,1,25,0,0,2627,14.4583,0,1
497,1,1,0,54,1,0,36947,78.2667,4,1
498,0,3,1,25,0,0,6212,15.1,0,3
499,0,1,0,25,1,2,113781,151.55,3,3
500,0,3,1,24,0,0,350035,7.7958,0,3
501,0,3,1,17,0,0,315086,8.6625,0,3
502,0,3,0,21,0,0,364846,7.75,0,2
503,0,3,0,25,0,0,330909,7.6292,0,2
504,0,3,0,37,0,0,4135,9.5875,0,3
505,1,1,0,16,0,0,110152,86.5,2,3
506,0,1,1,18,1,0,17758,108.9,3,1
507,1,2,0,33,0,2,26360,26,0,3
508,1,1,1,35,0,0,111427,26.55,0,3
509,0,3,1,28,0,0,4001,22.525,0,3
510,1,3,1,26,0,0,1601,56.4958,0,3
511,1,3,1,29,0,0,382651,7.75,0,2
512,0,3,1,25,0,0,3101316,8.05,0,3
513,1,1,1,36,0,0,17473,26.2875,5,3
514,1,1,0,54,1,0,17603,59.4,0,1
515,0,3,1,24,0,0,349209,7.4958,0,3
516,0,1,1,47,0,0,36967,34.0208,4,3
517,1,2,0,34,0,0,34260,10.5,6,3
518,0,3,1,25,0,0,371110,24.15,0,2
519,1,2,0,36,1,0,226875,26,0,3
520,0,3,1,32,0,0,349242,7.8958,0,3
521,1,1,0,30,0,0,12749,93.5,2,3
522,0,3,1,22,0,0,349252,7.8958,0,3
523,0,3,1,25,0,0,2624,7.225,0,1
524,1,1,0,44,0,1,111361,57.9792,2,1
525,0,3,1,25,0,0,2700,7.2292,0,1
526,0,3,1,40.5,0,0,367232,7.75,0,2
527,1,2,0,50,0,0,14258,10.5,0,3
528,0,1,1,45.25,0,0,17483,221.7792,3,3
529,0,3,1,39,0,0,3101296,7.925,0,3
530,0,2,1,23,2,1,29104,11.5,0,3
531,1,2,0,2,1,1,26360,26,0,3
532,0,3,1,25,0,0,2641,7.2292,0,1
533,0,3,1,17,1,1,2690,7.2292,0,1
534,1,3,0,22,0,2,2668,22.3583,0,1
535,0,3,0,30,0,0,315084,8.6625,0,3
536,1,2,0,7,0,2,13529,26.25,0,3
537,0,1,1,45,0,0,113050,26.55,2,3
538,1,1,0,30,0,0,17761,106.425,0,1
539,0,3,1,25,0,0,364498,14.5,0,3
540,1,1,0,22,0,2,13568,49.5,2,1
541,1,1,0,36,0,2,5735,71,2,3
542,0,3,0,9,4,2,347082,31.275,0,3
543,0,3,0,11,4,2,347082,31.275,0,3
544,1,2,1,32,1,0,2908,26,0,3
545,0,1,1,50,1,0,17761,106.425,3,1
546,0,1,1,64,0,0,693,26,0,3
547,1,2,0,19,1,0,2908,26,0,3
548,1,2,1,28,0,0,2146,13.8625,0,1
549,0,3,1,33,1,1,363291,20.525,0,3
550,1,2,1,8,1,1,33112,36.75,0,3
551,1,1,1,17,0,2,17421,110.8833,3,1
552,0,2,1,27,0,0,244358,26,0,3
553,0,3,1,25,0,0,330979,7.8292,0,2
554,1,3,1,22,0,0,2620,7.225,0,1
555,1,3,0,22,0,0,347085,7.775,0,3
556,0,1,1,62,0,0,113807,26.55,0,3
557,1,1,0,48,1,0,11755,39.6,1,1
558,0,1,1,45.25,0,0,17757,227.525,0,1
559,1,1,0,39,1,1,110413,79.65,5,3
560,1,3,0,36,1,0,345572,17.4,0,3
561,0,3,1,25,0,0,372622,7.75,0,2
562,0,3,1,40,0,0,349251,7.8958,0,3
563,0,2,1,28,0,0,218629,13.5,0,3
564,0,3,1,25,0,0,392082,8.05,0,3
565,0,3,0,25,0,0,392087,8.05,0,3
566,0,3,1,24,2,0,448871,24.15,0,3
567,0,3,1,19,0,0,349205,7.8958,0,3
568,0,3,0,29,0,4,349909,21.075,0,3
569,0,3,1,25,0,0,2686,7.2292,0,1
570,1,3,1,32,0,0,350417,7.8542,0,3
571,1,2,1,62,0,0,752,10.5,0,3
572,1,1,0,53,2,0,11769,51.4792,3,3
573,1,1,1,36,0,0,17474,26.3875,5,3
574,1,3,0,22,0,0,14312,7.75,0,2
575,0,3,1,16,0,0,420589,8.05,0,3
576,0,3,1,19,0,0,358585,14.5,0,3
577,1,2,0,34,0,0,243880,13,0,3
578,1,1,0,39,1,0,13507,55.9,5,3
579,0,3,0,25,1,0,2689,14.4583,0,1
580,1,3,1,32,0,0,23101286,7.925,0,3
581,1,2,0,25,1,1,237789,30,0,3
582,1,1,0,39,1,1,17421,110.8833,3,1
583,0,2,1,54,0,0,28403,26,0,3
584,0,1,1,36,0,0,13049,40.125,1,1
585,0,3,1,25,0,0,3411,8.7125,0,1
586,1,1,0,18,0,2,110413,79.65,5,3
587,0,2,1,47,0,0,237565,15,0,3
588,1,1,1,60,1,1,13567,79.2,2,1
589,0,3,1,22,0,0,14973,8.05,0,3
590,0,3,1,25,0,0,53235,8.05,0,3
591,0,3,1,35,0,0,23101273,7.125,0,3
592,1,1,0,52,1,0,36947,78.2667,4,1
593,0,3,1,47,0,0,53902,7.25,0,3
594,0,3,0,25,0,2,364848,7.75,0,2
595,0,2,1,37,1,0,29037,26,0,3
596,0,3,1,36,1,1,345773,24.15,0,3
597,1,2,0,28,0,0,248727,33,0,3
598,0,3,1,49,0,0,,0,0,3
599,0,3,1,25,0,0,2664,7.225,0,1
600,1,1,1,49,1,0,17485,56.9292,1,1
601,1,2,0,24,2,1,243847,27,0,3
602,0,3,1,25,0,0,349214,7.8958,0,3
603,0,1,1,45.25,0,0,113796,42.4,0,3
604,0,3,1,44,0,0,364511,8.05,0,3
605,1,1,1,35,0,0,111426,26.55,0,1
606,0,3,1,36,1,0,349910,15.55,0,3
607,0,3,1,30,0,0,349246,7.8958,0,3
608,1,1,1,27,0,0,113804,30.5,0,3
609,1,2,0,22,1,2,2123,41.5792,0,1
610,1,1,0,40,0,0,17582,153.4625,3,3
611,0,3,0,39,1,5,347082,31.275,0,3
612,0,3,1,25,0,0,3101305,7.05,0,3
613,1,3,0,22,1,0,367230,15.5,0,2
614,0,3,1,25,0,0,370377,7.75,0,2
615,0,3,1,35,0,0,364512,8.05,0,3
616,1,2,0,24,1,2,220845,65,0,3
617,0,3,1,34,1,1,347080,14.4,0,3
618,0,3,0,26,1,0,53336,16.1,0,3
619,1,2,0,4,2,1,230136,39,6,3
620,0,2,1,26,0,0,31028,10.5,0,3
621,0,3,1,27,1,0,2659,14.4542,0,1
622,1,1,1,42,1,0,11753,52.5542,4,3
623,1,3,1,20,1,1,2653,15.7417,0,1
624,0,3,1,21,0,0,350029,7.8542,0,3
625,0,3,1,21,0,0,54636,16.1,0,3
626,0,1,1,61,0,0,36963,32.3208,4,3
627,0,2,1,57,0,0,219533,12.35,0,2
628,1,1,0,21,0,0,13502,77.9583,4,3
629,0,3,1,26,0,0,349224,7.8958,0,3
630,0,3,1,25,0,0,334912,7.7333,0,2
631,1,1,1,80,0,0,27042,30,1,3
632,0,3,1,51,0,0,347743,7.0542,0,3
633,1,1,1,32,0,0,13214,30.5,2,1
634,0,1,1,45.25,0,0,112052,0,0,3
635,0,3,0,9,3,2,347088,27.9,0,3
636,1,2,0,28,0,0,237668,13,0,3
637,0,3,1,32,0,0,23101292,7.925,0,3
638,0,2,1,31,1,1,31921,26.25,0,3
639,0,3,0,41,0,5,3101295,39.6875,0,3
640,0,3,1,25,1,0,376564,16.1,0,3
641,0,3,1,20,0,0,350050,7.8542,0,3
642,1,1,0,24,0,0,17477,69.3,2,1
643,0,3,0,2,3,2,347088,27.9,0,3
644,1,3,1,22,0,0,1601,56.4958,0,3
645,1,3,0,0.75,2,1,2666,19.2583,0,1
646,1,1,1,48,1,0,17572,76.7292,4,1
647,0,3,1,19,0,0,349231,7.8958,0,3
648,1,1,1,56,0,0,13213,35.5,1,1
649,0,3,1,25,0,0,751,7.55,0,3
650,1,3,0,23,0,0,2314,7.55,0,3
651,0,3,1,25,0,0,349221,7.8958,0,3
652,1,2,0,18,0,1,231919,23,0,3
653,0,3,1,21,0,0,8475,8.4333,0,3
654,1,3,0,22,0,0,330919,7.8292,0,2
655,0,3,0,18,0,0,365226,6.75,0,2
656,0,2,1,24,2,0,14879,73.5,0,3
657,0,3,1,25,0,0,349223,7.8958,0,3
658,0,3,0,32,1,1,364849,15.5,0,2
659,0,2,1,23,0,0,29751,13,0,3
660,0,1,1,58,0,2,35273,113.275,4,1
661,1,1,1,50,2,0,17611,133.65,0,3
662,0,3,1,40,0,0,2623,7.225,0,1
663,0,1,1,47,0,0,5727,25.5875,5,3
664,0,3,1,36,0,0,349210,7.4958,0,3
665,1,3,1,20,1,0,23101285,7.925,0,3
666,0,2,1,32,2,0,14879,73.5,0,3
667,0,2,1,25,0,0,234686,13,0,3
668,0,3,1,25,0,0,312993,7.775,0,3
669,0,3,1,43,0,0,53536,8.05,0,3
670,1,1,0,35,1,0,19996,52,3,3
671,1,2,0,40,1,1,29750,39,0,3
672,0,1,1,31,1,0,12750,52,2,3
673,0,2,1,70,0,0,24580,10.5,0,3
674,1,2,1,31,0,0,244270,13,0,3
675,0,2,1,30.5,0,0,239856,0,0,3
676,0,3,1,18,0,0,349912,7.775,0,3
677,0,3,1,24.5,0,0,342826,8.05,0,3
678,1,3,0,18,0,0,4138,9.8417,0,3
679,0,3,0,43,1,6,2144,46.9,0,3
680,1,1,1,36,0,1,17755,512.3292,2,1
681,0,3,0,25,0,0,330935,8.1375,0,2
682,1,1,1,27,0,0,17572,76.7292,4,1
683,0,3,1,20,0,0,6563,9.225,0,3
684,0,3,1,14,5,2,2144,46.9,0,3
685,0,2,1,60,1,1,29750,39,0,3
686,0,2,1,25,1,2,2123,41.5792,0,1
687,0,3,1,14,4,1,3101295,39.6875,0,3
688,0,3,1,19,0,0,349228,10.1708,0,3
689,0,3,1,18,0,0,350036,7.7958,0,3
690,1,1,0,15,0,1,24160,211.3375,2,3
691,1,1,1,31,1,0,17474,57,2,3
692,1,3,0,4,0,1,349256,13.4167,0,1
693,1,3,1,22,0,0,1601,56.4958,0,3
694,0,3,1,25,0,0,2672,7.225,0,1
695,0,1,1,60,0,0,113800,26.55,0,3
696,0,2,1,52,0,0,248731,13.5,0,3
697,0,3,1,44,0,0,363592,8.05,0,3
698,1,3,0,22,0,0,35852,7.7333,0,2
699,0,1,1,49,1,1,17421,110.8833,3,1
700,0,3,1,42,0,0,348121,7.65,6,3
701,1,1,0,18,1,0,17757,227.525,3,1
702,1,1,1,35,0,0,17475,26.2875,5,3
703,0,3,0,18,0,1,2691,14.4542,0,1
704,0,3,1,25,0,0,36864,7.7417,0,2
705,0,3,1,26,1,0,350025,7.8542,0,3
706,0,2,1,39,0,0,250655,26,0,3
707,1,2,0,45,0,0,223596,13.5,0,3
708,1,1,1,42,0,0,17476,26.2875,5,3
709,1,1,0,22,0,0,113781,151.55,0,3
710,1,3,1,22,1,1,2661,15.2458,0,1
711,1,1,0,24,0,0,17482,49.5042,3,1
712,0,1,1,45.25,0,0,113028,26.55,3,3
713,1,1,1,48,1,0,19996,52,3,3
714,0,3,1,29,0,0,7545,9.4833,0,3
715,0,2,1,52,0,0,250647,13,0,3
716,0,3,1,19,0,0,348124,7.65,6,3
717,1,1,0,38,0,0,17757,227.525,3,1
718,1,2,0,27,0,0,34218,10.5,5,3
719,0,3,1,25,0,0,36568,15.5,0,2
720,0,3,1,33,0,0,347062,7.775,0,3
721,1,2,0,6,0,1,248727,33,0,3
722,0,3,1,17,1,0,350048,7.0542,0,3
723,0,2,1,34,0,0,12233,13,0,3
724,0,2,1,50,0,0,250643,13,0,3
725,1,1,1,27,1,0,113806,53.1,5,3
726,0,3,1,20,0,0,315094,8.6625,0,3
727,1,2,0,30,3,0,31027,21,0,3
728,1,3,0,22,0,0,36866,7.7375,0,2
729,0,2,1,25,1,0,236853,26,0,3
730,0,3,0,25,1,0,23101271,7.925,0,3
731,1,1,0,29,0,0,24160,211.3375,2,3
732,0,3,1,11,0,0,2699,18.7875,0,1
733,0,2,1,30.5,0,0,239855,0,0,3
734,0,2,1,23,0,0,28425,13,0,3
735,0,2,1,23,0,0,233639,13,0,3
736,0,3,1,28.5,0,0,54636,16.1,0,3
737,0,3,0,48,1,3,6608,34.375,0,3
738,1,1,1,35,0,0,17755,512.3292,2,1
739,0,3,1,25,0,0,349201,7.8958,0,3
740,0,3,1,25,0,0,349218,7.8958,0,3
741,1,1,1,35,0,0,16988,30,4,3
742,0,1,1,36,1,0,19877,78.85,3,3
743,1,1,0,21,2,2,17608,262.375,2,1
744,0,3,1,24,1,0,376566,16.1,0,3
745,1,3,1,31,0,0,23101288,7.925,0,3
746,0,1,1,70,1,1,5735,71,2,3
747,0,3,1,16,1,1,2673,20.25,0,3
748,1,2,0,30,0,0,250648,13,0,3
749,0,1,1,19,1,0,113773,53.1,4,3
750,0,3,1,31,0,0,335097,7.75,0,2
751,1,2,0,4,1,1,29103,23,0,3
752,1,3,1,6,0,1,392096,12.475,5,3
753,0,3,1,33,0,0,345780,9.5,0,3
754,0,3,1,23,0,0,349204,7.8958,0,3
755,1,2,0,48,1,2,220845,65,0,3
756,1,2,1,0.67,1,1,250649,14.5,0,3
757,0,3,1,28,0,0,350042,7.7958,0,3
758,0,2,1,18,0,0,29108,11.5,0,3
759,0,3,1,34,0,0,363294,8.05,0,3
760,1,1,0,33,0,0,110152,86.5,2,3
761,0,3,1,25,0,0,358585,14.5,0,3
762,0,3,1,41,0,0,23101272,7.125,0,3
763,1,3,1,20,0,0,2663,7.2292,0,1
764,1,1,0,36,1,2,113760,120,2,3
765,0,3,1,16,0,0,347074,7.775,0,3
766,1,1,0,51,1,0,13502,77.9583,4,3
767,0,1,1,45.25,0,0,112379,39.6,0,1
768,0,3,0,30.5,0,0,364850,7.75,0,2
769,0,3,1,25,1,0,371110,24.15,0,2
770,0,3,1,32,0,0,8471,8.3625,0,3
771,0,3,1,24,0,0,345781,9.5,0,3
772,0,3,1,48,0,0,350047,7.8542,0,3
773,0,2,0,57,0,0,3,10.5,5,3
774,0,3,1,25,0,0,2674,7.225,0,1
775,1,2,0,54,1,3,29105,23,0,3
776,0,3,1,18,0,0,347078,7.75,0,3
777,0,3,1,25,0,0,383121,7.75,6,2
778,1,3,0,5,0,0,364516,12.475,0,3
779,0,3,1,25,0,0,36865,7.7375,0,2
780,1,1,0,43,0,1,24160,211.3375,2,3
781,1,3,0,13,0,0,2687,7.2292,0,1
782,1,1,0,17,1,0,17474,57,2,3
783,0,1,1,29,0,0,113501,30,4,3
784,0,3,1,25,1,2,6607,23.45,0,3
785,0,3,1,25,0,0,3101312,7.05,0,3
786,0,3,1,25,0,0,374887,7.25,0,3
787,1,3,0,18,0,0,3101265,7.4958,0,3
788,0,3,1,8,4,1,382652,29.125,0,2
789,1,3,1,1,1,2,2315,20.575,0,3
790,0,1,1,46,0,0,17593,79.2,2,1
791,0,3,1,25,0,0,12460,7.75,0,2
792,0,2,1,16,0,0,239865,26,0,3
793,0,3,0,25,8,2,2343,69.55,0,3
794,0,1,1,45.25,0,0,17600,30.6958,0,1
795,0,3,1,25,0,0,349203,7.8958,0,3
796,0,2,1,39,0,0,28213,13,0,3
797,1,1,0,49,0,0,17465,25.9292,4,3
798,1,3,0,31,0,0,349244,8.6833,0,3
799,0,3,1,30,0,0,2685,7.2292,0,1
800,0,3,0,30,1,1,345773,24.15,0,3
801,0,2,1,34,0,0,250647,13,0,3
802,1,2,0,31,1,1,31921,26.25,0,3
803,1,1,1,11,1,2,113760,120,2,3
804,1,3,1,0.42,0,1,2625,8.5167,0,1
805,1,3,1,27,0,0,347089,6.975,0,3
806,0,3,1,31,0,0,347063,7.775,0,3
807,0,1,1,39,0,0,112050,0,1,3
808,0,3,0,18,0,0,347087,7.775,0,3
809,0,2,1,39,0,0,248723,13,0,3
810,1,1,0,33,1,0,113806,53.1,5,3
811,0,3,1,26,0,0,3474,7.8875,0,3
812,0,3,1,39,0,0,448871,24.15,0,3
813,0,2,1,35,0,0,28206,10.5,0,3
814,0,3,0,6,4,2,347082,31.275,0,3
815,0,3,1,30.5,0,0,364499,8.05,0,3
816,0,1,1,45.25,0,0,112058,0,2,3
817,0,3,0,23,0,0,23101290,7.925,0,3
818,0,2,1,31,1,1,2079,37.0042,0,1
819,0,3,1,43,0,0,7075,6.45,0,3
820,0,3,1,10,3,2,347088,27.9,0,3
821,1,1,0,52,1,1,12749,93.5,2,3
822,1,3,1,27,0,0,315098,8.6625,0,3
823,0,1,1,38,0,0,19972,0,0,3
824,1,3,0,27,0,1,392096,12.475,5,3
825,0,3,1,2,4,1,3101295,39.6875,0,3
826,0,3,1,25,0,0,368323,6.95,0,2
827,0,3,1,25,0,0,1601,56.4958,0,3
828,1,2,1,1,0,2,2079,37.0042,0,1
829,1,3,1,22,0,0,367228,7.75,0,2
830,1,1,0,62,0,0,113572,80,2,0
831,1,3,0,15,1,0,2659,14.4542,0,1
832,1,2,1,0.83,1,1,29106,18.75,0,3
833,0,3,1,25,0,0,2671,7.2292,0,1
834,0,3,1,23,0,0,347468,7.8542,0,3
835,0,3,1,18,0,0,2223,8.3,0,3
836,1,1,0,39,1,1,17756,83.1583,5,1
837,0,3,1,21,0,0,315097,8.6625,0,3
838,0,3,1,25,0,0,392092,8.05,0,3
839,1,3,1,32,0,0,1601,56.4958,0,3
840,1,1,1,35,0,0,11774,29.7,3,1
841,0,3,1,20,0,0,23101287,7.925,0,3
842,0,2,1,16,0,0,3,10.5,0,3
843,1,1,0,30,0,0,113798,31,0,1
844,0,3,1,34.5,0,0,2683,6.4375,0,1
845,0,3,1,17,0,0,315090,8.6625,0,3
846,0,3,1,42,0,0,5547,7.55,0,3
847,0,3,1,25,8,2,2343,69.55,0,3
848,0,3,1,35,0,0,349213,7.8958,0,1
849,0,2,1,28,0,1,248727,33,0,3
850,1,1,0,35,1,0,17453,89.1042,3,1
851,0,3,1,4,4,2,347082,31.275,0,3
852,0,3,1,74,0,0,347060,7.775,0,3
853,0,3,0,9,1,1,2678,15.2458,0,1
854,1,1,0,16,0,1,17592,39.4,4,3
855,0,2,0,44,1,0,244252,26,0,3
856,1,3,0,18,0,1,392091,9.35,0,3
857,1,1,0,45,1,1,36928,164.8667,0,3
858,1,1,1,51,0,0,113055,26.55,5,3
859,1,3,0,24,0,3,2666,19.2583,0,1
860,0,3,1,25,0,0,2629,7.2292,0,1
861,0,3,1,41,2,0,350026,14.1083,0,3
862,0,2,1,21,1,0,28134,11.5,0,3
863,1,1,0,48,0,0,17466,25.9292,4,3
864,0,3,0,25,8,2,2343,69.55,0,3
865,0,2,1,24,0,0,233866,13,0,3
866,1,2,0,42,0,0,236852,13,0,3
867,1,2,0,27,1,0,2149,13.8583,0,1
868,0,1,1,31,0,0,17590,50.4958,1,3
869,0,3,1,25,0,0,345777,9.5,0,3
870,1,3,1,4,1,1,347742,11.1333,0,3
871,0,3,1,26,0,0,349248,7.8958,0,3
872,1,1,0,47,1,1,11751,52.5542,4,3
873,0,1,1,33,0,0,695,5,2,3
874,0,3,1,47,0,0,345765,9,0,3
875,1,2,0,28,1,0,3381,24,0,1
876,1,3,0,15,0,0,2667,7.225,0,1
877,0,3,1,20,0,0,7534,9.8458,0,3
878,0,3,1,19,0,0,349212,7.8958,0,3
879,0,3,1,25,0,0,349217,7.8958,0,3
880,1,1,0,56,0,1,11767,83.1583,3,1
881,1,2,0,25,0,1,230433,26,0,3
882,0,3,1,33,0,0,349257,7.8958,0,3
883,0,3,0,22,0,0,7552,10.5167,0,3
884,0,2,1,28,0,0,34068,10.5,0,3
885,0,3,1,25,0,0,392076,7.05,0,3
886,0,3,0,39,0,5,382652,29.125,0,2
887,0,2,1,27,0,0,211536,13,0,3
888,1,1,0,19,0,0,112053,30,2,3
889,0,3,0,25,1,2,6607,23.45,0,3
890,1,1,1,26,0,0,111369,30,3,1
891,0,3,1,32,0,0,370376,7.75,0,2
